Symbol,Trust_Score,Verdict,Current_Price,Actual_Return_1Y,pe_ratio,debt_to_equity,revenue_growth,profit_margins,roe,free_cash_flow,dividend_yield,cash_reserves,operating_costs,net_income,analyst_target,current_price,sector,rsi,macd,macd_signal,roc,sma_50,sma_200,ema_20,price_vs_sma50,price_vs_sma200,bb_upper,bb_lower,bb_position,atr,volatility,volume_trend,volume_ratio,trend_strength
PYPL,100.0,TRUSTED,59.41,-1.1990370601902147,11.929719,60.239,0.073,0.14963001,0.24358,3125625088.0,0.94,10755000320.0,0.0,4917000192.0,78.48182,59.41,Financial Services,38.193536573840724,-1.1809484393142071,-1.2019194689118138,-2.956552331264765,64.2595899963379,68.09584085464478,61.15346931108793,-7.546873780555026,-12.755317943386862,63.27453924537748,59.09046128868013,0.07637012551845507,1.4733570643833704,37.97572811816964,-21.653180417844112,0.9678075521525371,-0.2322031590870866
GRMN,100.0,TRUSTED,203.22,23.275563695212586,25.057955,2.342,0.117,0.22625999,0.19655001,908814848.0,1.77,2539630080.0,0.0,1570939008.0,234.125,203.22,Technology,57.11849612003604,-0.5717969431426297,-1.5311702904723434,5.785212323394791,211.08963653564453,214.08663444519044,203.23944234332504,-3.7281012199822237,-5.075811132557809,212.20092315427112,191.14744568117808,0.5734233479934192,4.187959802653879,35.74263533279593,-44.164495686585596,0.6563393009276488,0.3126319904881051
UBER,100.0,TRUSTED,80.97,11.790693992602339,10.42085,45.755,0.204,0.33542,0.72994006,6787375104.0,0.0,9086000128.0,0.0,16640000000.0,111.844,80.97,Technology,26.93588086117518,-2.8022591494932954,-2.3943996206433167,-3.2500909802308526,89.6934001159668,87.70780025482178,84.43305862558529,-9.725797978429823,-7.682097845964661,93.77913140482741,76.57286978535814,0.25555414259013326,2.551215580531529,38.217615141230894,-50.42264408429501,0.5048761921377607,-0.566010727962994
MPWR,100.0,TRUSTED,943.55,11.37874169322148,24.212214,0.528,0.189,0.7122,0.64029,490344384.0,0.66,1269484032.0,0.0,1895154048.0,1196.0714,943.55,Technology,46.166471171685984,-1.819313420661615,-1.2530651765072411,3.845434565402354,968.0898022460938,785.3521597290039,944.575754535813,-2.53486963669997,20.14355294044815,989.3779267316137,904.4370696062769,0.46047237466626634,33.15143258231027,58.66788236278371,-55.64516129032258,0.47880199509366084,0.04443346696639022
RMD,100.0,TRUSTED,244.6,21.02921722698748,25.061476,13.826,0.091,0.2735,0.25413,1379738112.0,0.98,1383847936.0,0.0,1437904000.0,291.8,244.6,Healthcare,41.149062436322914,-2.1589103560239096,-1.751922323632312,-4.378419395865298,252.83611083984374,252.87063034057618,248.82677473520104,-3.2574875119579683,-3.270693882449439,258.4035975301323,241.9194035685005,0.1626165368627923,5.698570251464844,26.258722392415113,-29.69734372187508,0.6797913304177728,-0.20545818565531443
AFL,100.0,TRUSTED,110.72,23.28203826508486,14.549277,50.003,0.607,0.23552,0.1558,6489999872.0,2.2,9130000384.0,0.0,4168999936.0,110.84615,110.72,Financial Services,57.792215604884795,0.10505343466358852,-0.040525334081083914,-0.8151895145612222,109.59140853881836,105.85866703033447,109.96509819285482,1.0298185751349385,4.5922873646005815,111.98615854459308,107.3818414859245,0.7250064867913143,1.6685703822544642,20.976007379272048,-36.60853968126622,0.7424943765884225,0.020852841525375754
PINS,100.0,TRUSTED,26.02,-36.982321571673715,9.129825,4.254,0.168,0.48988998,0.51491,936512896.0,0.0,2671280896.0,0.0,1987260032.0,36.93056,26.02,Communication Services,36.23762772628145,-0.5405719462993908,-0.6580957494989946,1.9992168730144713,28.539200172424316,31.988350019454955,26.542538143240726,-8.827155979987108,-18.65788500520158,27.81514431674066,25.130855591706602,0.33124039816014506,0.7839285986764091,52.42692659329872,-40.42009452024971,0.8356167997860289,-0.07054999615052071
META,100.0,TRUSTED,664.94,33.94504816057851,29.409111,26.311,0.262,0.30892,0.32643002,18617749504.0,0.32,44447997952.0,0.0,58527997952.0,837.1525,664.94,Communication Services,61.14618884947064,3.3686834789892828,0.4663109340848634,4.599411271823954,658.8457580566406,670.7842391967773,652.1212968342661,0.9249880279629398,-0.8712543339374199,674.3999201100637,630.4063848215769,0.7849702778686863,19.948369137726086,38.11202324575804,-51.32922480117181,0.5479559737246953,0.16452480861016947
DECK,100.0,TRUSTED,100.68,-32.7350063868548,14.959881,14.22,0.091,0.19364001,0.43312,784447232.0,0.0,1414478976.0,0.0,1015500032.0,111.39857,100.68,Consumer Cyclical,65.03422782202256,3.3147135911102907,3.275009844002249,17.795716470387024,91.60879959106445,105.48355010986329,97.8344124227199,9.902106298308198,-4.553837825598882,109.23470419319125,86.15129510490445,0.6294003257795932,2.782142094203404,54.862684871248405,-41.026979159120714,0.5807414995982999,0.8339306037490507
LULU,100.0,TRUSTED,212.68,-26.929154887667085,14.789986,39.156,0.071,0.15720001,0.41017,884945152.0,0.0,1035862016.0,0.0,1740715008.0,207.11208,212.68,Consumer Cyclical,76.01918039012638,10.224958379062997,8.185333638640817,19.81296786508036,179.58279876708986,226.28774932861327,196.37848509560564,18.4300468284921,-6.01347474320006,220.694012384705,167.28398291558796,0.8499529060631273,9.221429007393974,49.647843966129734,-53.75173693393717,0.8107342115456931,1.0622646643204994
RL,100.0,TRUSTED,362.74,103.35031822180039,26.810051,111.231,0.165,0.112840004,0.34005,512962496.0,1.01,1645500032.0,0.0,854300032.0,374.3625,362.74,Consumer Cyclical,53.332361426894536,7.094410825840328,8.375183812890935,-0.4828559027777778,342.74660217285157,288.05154571533205,360.27438310052815,5.8332855627961875,25.928846982426563,375.47023422355625,353.05276687507654,0.4321283581552945,10.347141810825892,40.00399759466314,-40.387286969339236,0.5859473165407927,0.0492601507785469
HSY,100.0,TRUSTED,182.62,1.3369216166580185,27.338324,125.764,0.065,0.118360005,0.31013,1231904640.0,3.0,1163016960.0,0.0,1359832960.0,192.3913,182.62,Consumer Defensive,54.11324934587174,1.6109917133785814,1.5723377921797363,-2.2115153321619814,180.432958984375,173.71898246765136,184.20641155707344,1.2121045651099065,5.123799669499919,191.50377095906939,177.58823038370403,0.3615931918872911,3.9371414184570312,27.208187958667086,18.857065245072242,1.007655464046586,0.05082979726500305
KO,100.0,TRUSTED,69.87,14.558621473848232,23.135763,144.771,0.051,0.2734,0.42442,1412875008.0,2.92,15781000192.0,0.0,13031000064.0,79.6087,69.87,Consumer Defensive,42.53971829348485,0.00362060307573131,0.14506537563572458,-3.0977091996218715,69.93190124511719,68.94255924224854,70.37131850851735,-0.08851253495625401,1.3452408998550078,72.49190339539167,68.87361860778215,0.27537471406670533,0.9157137189592633,17.564045377455855,-45.305161335793585,0.5672123918162004,-0.14799368985458775
KLAC,100.0,TRUSTED,1268.75,49.87321066107603,39.835163,122.127,0.13,0.33828998,0.99167997,2757365760.0,0.6,4683591168.0,0.0,4236832000.0,1320.963,1268.75,Technology,60.36212767317258,23.261852293504944,19.39893257097211,10.72179561572114,1180.5005187988281,925.6619763183594,1214.31463722154,7.475598680038418,37.064072248728046,1281.4726729820436,1139.9213333656126,0.9101197274676531,40.110691615513396,43.35148191874346,-32.96955900732012,0.5507300588411107,0.3757248523255715
JNJ,100.0,TRUSTED,205.78,43.71723060714944,19.882124,57.766,0.068,0.27259,0.33619,12008999936.0,2.53,18562000896.0,0.0,25119000576.0,209.29333,205.78,Healthcare,50.704661503943726,2.99852693701402,3.718137335128779,-0.4306379240013807,197.6506918334961,170.84299514770507,205.5621621127262,4.112966603045856,20.449772378075238,213.64111159365075,199.65288559873204,0.4380193158725444,4.092857360839844,19.640176581590293,-22.542534224139256,0.794563277505752,0.09494242619279944
MMC,100.0,TRUSTED,185.9,-12.855414925118616,22.263472,139.501,0.115,0.15601,0.28734,4722874880.0,1.94,2511000064.0,0.0,4127000064.0,211.33333,185.9,Financial Services,57.74216751360021,0.5940272317681661,0.1678080344825861,2.131628135891912,183.9481994628906,207.37153205871581,184.36510665240078,1.0610565579292408,-10.35413971680159,188.01363425647747,180.04236397350297,0.7348427182920226,2.427858625139509,20.395731595438058,-37.234250117329836,0.7395765847418732,0.11495462108610603
HIG,100.0,TRUSTED,139.08,40.15208776670481,11.372037,23.675,0.07,0.12745,0.20069,5641750016.0,1.73,4369999872.0,0.0,3536999936.0,143.6,139.08,Financial Services,68.87502670288086,2.1085554433222455,1.6746807561494073,1.542237117230007,130.91169540405272,126.38579772949218,135.69880518730008,6.239554381899094,10.044011534217114,142.28405500554632,128.42454789972712,0.7688191109519079,2.2771410260881697,21.22069920136374,-33.85646924467102,0.7084049766395326,0.1903674697279988
GOOGL,100.0,TRUSTED,314.35,70.94182105129522,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,98496004096.0,0.0,124250996736.0,329.41037,314.35,Communication Services,45.816374572306884,4.511296152071907,6.639023390551821,-2.7468396044621968,290.2537823486328,213.32872077941894,307.31254830607355,8.301777692578046,47.35475136915685,327.217739642147,299.6933901185951,0.5324963618987327,7.731520401138498,32.49027703851278,-33.9531230697064,0.7012226486921699,-0.27259029211083713
LULU,100.0,TRUSTED,212.68,-26.929154887667085,14.789986,39.156,0.071,0.15720001,0.41017,884945152.0,0.0,1035862016.0,0.0,1740715008.0,207.11208,212.68,Consumer Cyclical,76.01918039012638,10.224958379062997,8.185333638640817,19.81296786508036,179.58279876708986,226.28774932861327,196.37848509560564,18.4300468284921,-6.01347474320006,220.694012384705,167.28398291558796,0.8499529060631273,9.221429007393974,49.647843966129734,-53.75173693393717,0.8107342115456931,1.0622646643204994
MSFT,100.0,TRUSTED,486.85,8.545665334864976,34.60199,33.154,0.184,0.35707,0.32241002,53327376384.0,0.75,102012002304.0,0.0,104912003072.0,622.51416,486.85,Technology,58.160338511345245,-3.6875225716704563,-5.299307777688586,2.0671326591771417,498.6879766845703,473.6479766845703,485.07647642864197,-2.373823138820611,2.7873083109858396,494.4138525894823,472.14315119469734,0.6603678370121799,7.466432843889509,24.418467532454926,-42.39232169769236,0.6607303758342281,-0.033587798202704244
AAPL,100.0,TRUSTED,272.36,18.94241529392284,36.50938,152.411,0.079,0.26915002,1.7142199,78862254080.0,0.38,54697000960.0,0.0,112010002432.0,287.70682,272.36,Technology,24.29132878431561,0.37071831695055835,1.7307777746798307,-1.664445914294935,270.42896240234376,229.93290222167968,274.5474627293819,0.7140592235626636,18.45194085750225,285.65705974217803,268.9629384267673,0.20348761462870693,4.327144077845982,32.63600882146856,-35.06627446007569,0.5445739047404385,-0.19231494051829623
ATR,100.0,TRUSTED,122.19,-13.943167638819054,19.613163,45.647,0.057,0.11451,0.15621,281934240.0,1.57,264815008.0,0.0,419388992.0,161.42857,122.19,Healthcare,50.35346654430861,0.10566583424773057,-0.24460692586599211,-1.0126376987017174,122.0602507019043,139.8827264022827,121.50155844936124,0.10630138702470411,-12.64825501756001,126.23546456496463,117.0685355265881,0.5586894906001333,2.9321419852120534,25.018682822516773,-45.13772771275191,0.7152770511034129,-0.047231916158518086
PKG,100.0,TRUSTED,206.83,15.673089208365178,20.870838,91.618,0.06,0.10185,0.19811001,370837504.0,2.42,728700032.0,0.0,888200000.0,225.4,206.83,Consumer Cyclical,66.81902191391572,1.6944504011960646,0.7719532141832759,3.397827371964358,200.30166534423827,196.94457244873047,201.66901301495943,3.2592522261843513,5.019396706094879,209.77051778806134,191.79914468752457,0.8363777803422919,4.262828805567163,28.063166139514983,-35.19812715339971,0.6798584716424309,0.20292383384605506
NVDA,100.0,TRUSTED,189.21,46.464686962941094,46.718517,9.102,0.625,0.53007,1.07359,53282873344.0,0.02,60608000000.0,0.0,99198001152.0,253.01825,189.21,Technology,60.42433900607444,-1.0661344219870443,-2.055661426712481,6.411279260047423,185.67247985839845,158.31121631622315,181.38865345091762,1.9052510410625236,19.517751879263177,188.98573172001306,171.5152799377018,1.0128373894761669,5.1435732160295755,49.79809489369761,-6.11934820176571,0.7868220365608003,0.010882097432324381
INTU,100.0,TRUSTED,674.14,5.885454454991553,46.300823,0.0,0.41,0.21191,0.21987,5059874816.0,0.66,0.0,0.0,4118000128.0,803.8873,674.14,Technology,60.641900102068924,4.6055694849952715,2.540217534002691,4.022714680449075,659.2847985839844,678.9304898071289,663.0054106690287,2.253232001763002,-0.7055914015663461,689.034482233337,626.819521672913,0.7605966884695875,15.315713065011161,30.600182649716295,-50.88737754653039,0.5244540797394426,0.31840494809215086
LRCX,100.0,TRUSTED,175.16,66.23940760637504,38.581497,43.991,0.277,0.29657,0.62261003,4278629376.0,0.59,6693045760.0,0.0,5810433024.0,166.96667,175.16,Technology,63.77122457550849,5.045124435897037,3.963885193862467,15.479745071660744,155.82544006347655,109.22799865722656,163.25787597409317,12.407835069008476,60.36181731369727,176.27680928232513,148.35163767812406,0.9600072065430837,6.982857840401786,48.73315304643335,-40.48028539189721,0.552386666370251,0.5797688465933609
CF,100.0,TRUSTED,78.14,14.659711083887144,9.448608,44.133,0.211,0.20472,0.21967,1361750016.0,2.56,1838000000.0,0.0,1379000064.0,91.72222,78.14,Basic Materials,46.004166209380394,-0.8539838727102165,-1.0678551583577096,0.5921718365930628,81.1176220703125,84.26029426574706,78.71956697549284,-3.6707470025231697,-7.263557443552162,80.3765884836562,76.29641261497662,0.45184002700070736,1.809999738420759,33.34235102797926,-40.20606205822451,0.5704771067723744,-0.04126219331386114
CSCO,100.0,TRUSTED,78.02,70.2059949034258,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,15736000512.0,0.0,10328999936.0,85.43381,78.02,Technology,51.289383038832696,0.8186103148508863,1.0851724770586684,2.2274593226413177,74.8367999267578,66.77201429367065,77.42191394823813,4.253517947619313,16.84535425264527,80.11093091438816,75.36006975699856,0.5598831028624219,1.4464280264718192,23.791286471675637,-17.194320047426253,0.7982837934948741,0.09110305166714158
PGR,100.0,TRUSTED,227.89,9.064649818836552,12.500823,19.455,0.142,0.12579,0.34223998,15078200320.0,6.1,1688000000.0,0.0,10712999936.0,255.13,227.89,Financial Services,50.875902378420086,0.9058492970237921,1.2307189685365285,0.653679476878497,222.6082000732422,251.14724578857422,227.0754203940657,2.3726885688256054,-9.260402727452032,234.98346860371606,220.5695312742136,0.507874285012416,4.945713588169643,24.481689620768744,-27.22894575472831,0.7026725922935683,0.01974968264346835
ACN,100.0,TRUSTED,270.77,-11.22759629217822,22.377684,25.694,0.06,0.107609995,0.25016,11122880512.0,2.41,9655311360.0,0.0,7611100160.0,291.435,270.77,Technology,46.56535787642585,5.7753794675161885,6.1461148249320745,8.642616721656797,253.73519958496092,275.2033731842041,266.0842793531984,6.7136090919096185,-1.6109483394903021,283.54622117180134,249.31177595954637,0.6268018342661522,6.61785888671875,28.23211783287845,-39.62295712296003,0.6764543795189146,0.4241167355074905
QCOM,100.0,TRUSTED,174.75,-10.821286494042717,34.810757,73.767,0.1,0.12512,0.2334,6856249856.0,2.04,10154999808.0,0.0,5541000192.0,193.4,174.75,Technology,51.172340117036285,1.4737446128325473,1.7544322693197503,7.558428768561772,171.66589538574217,157.104681930542,174.0689574619565,1.7965738665374864,11.23156729171141,184.1098093526722,163.24756369420282,0.5513517813039258,3.977144513811384,38.41360775825661,-44.390743769502734,0.5389082145073305,0.317817009274446
ERIE,100.0,TRUSTED,283.78,-21.792723577666557,22.885485,2.353,0.067,0.16038,0.30444,409099616.0,1.96,600384000.0,0.0,647984000.0,0.0,283.78,Financial Services,38.253625662724545,-2.8943768437592325,-3.310493710338005,-4.008390862833074,296.025400390625,343.3788348388672,287.7963567846801,-4.136605032936201,-17.35658404442355,302.9899986036868,274.3279976121336,0.3297746437852974,7.587145124162946,32.475182265650496,-41.60331720801659,0.683188969799544,-0.23405613556964758
NEM,100.0,TRUSTED,105.25,127.73244789144907,16.368586,16.914,0.2,0.33423,0.22875999,9337749504.0,0.95,5967000064.0,0.0,7186999808.0,108.895,105.25,Basic Materials,81.02624128605942,4.317518449726407,3.3874211191766235,22.355270992077653,89.5973989868164,68.38637338638306,96.31523531793314,17.4699279110622,53.90492986861203,106.39317841030343,83.87582107089774,0.9492312355720866,3.5628564017159596,40.31301228597637,-31.765782250686186,0.5546017995298698,0.9293291951665231
GILD,85.7,TRUSTED,125.19,87.22751134393835,19.379257,116.243,0.03,0.27882,0.40706003,8028000256.0,2.52,8489999872.0,0.0,8110000128.0,132.37846,125.19,Healthcare,52.517998745631296,0.35915536751376465,0.0491434734113924,-0.8677999826854441,121.73630325317383,111.96317802429199,122.28406641181252,2.8370330755401656,11.813548570624274,127.31050296038379,117.44566464215526,0.78504457441951,2.9923516679620454,27.884059491606454,-23.145640524748785,0.7288913201286594,-0.10999279208001526
PG,85.7,TRUSTED,143.18,-10.740064416689739,20.932747,67.125,0.03,0.19739,0.31902,12200999936.0,2.95,11171000320.0,0.0,16472999936.0,168.95454,143.18,Consumer Defensive,42.473316636506965,-0.9423040684528416,-1.1465903900904877,-3.576006883256036,146.96576232910155,155.24928939819335,144.59357361842498,-2.5759534692459853,-7.7741397523926805,150.59054021734693,138.32046289544604,0.3960472010768362,2.5092860630580356,19.000663477987544,-17.70548720658163,1.1602485373666358,-0.13799818590507798
WTW,85.7,TRUSTED,332.3,27.578984910637473,15.899521,75.685,-0.0,0.21576001,0.27633,1958125056.0,1.11,1924999936.0,0.0,2116000000.0,366.4737,332.3,Financial Services,73.33528414576543,2.665832022134282,1.278857104478151,3.6429395713489985,323.89899841308596,320.1068124389648,326.17248894264077,2.5937065014225666,3.8090958643152324,335.94487899828863,312.4491181940942,0.8448702625254341,5.944281441824777,20.590249113513945,-24.377370938479302,0.8671996166794861,0.25280720276433866
ULTA,85.7,TRUSTED,604.09,46.290017055375216,23.198542,97.784,0.129,0.09932,0.47967,975341888.0,0.0,204920992.0,0.0,1190072064.0,618.2174,604.09,Consumer Cyclical,67.19985309558409,19.18650647064908,17.815466644392554,15.943726576755143,542.7022015380859,479.32470108032226,579.0342884525415,11.311512122744682,26.029396251423126,636.5078848393102,516.8891244380336,0.7289901861957808,21.094286237444198,38.21935932675963,-6.185313091189217,1.0979276385834662,0.7327828667290053
BRO,85.7,TRUSTED,79.96,-13.916578438251095,24.230303,64.746,0.342,0.18691999,0.10695,1204625024.0,0.83,1190000000.0,0.0,989000000.0,92.71429,79.96,Financial Services,51.275709156396815,-0.2906114334673333,-0.5545508551827213,-0.6831487233439093,81.63322845458984,99.41837585449218,80.28748172591219,-2.0496915310019284,-19.572213489484707,82.53501319927375,77.49498863178093,0.48908699147828905,1.6285721915108817,25.048413623489303,16.03274334529166,1.1267531248527611,0.04076315245099434
GL,85.7,TRUSTED,142.37,67.24326296033702,10.33164,55.217,0.04,0.19363001,0.22277,1392902912.0,0.76,365540000.0,0.0,1150350976.0,168.3,142.37,Financial Services,85.45114098963826,2.1346466714795724,1.3521312072373792,5.171012966307799,134.56199951171874,130.0676288986206,137.33682140198727,5.80252644416805,9.458438139251243,144.2599433472881,128.17705463855177,0.8824870168333648,2.507857186453683,25.73781558926675,-22.59724648297365,0.6704833727933109,0.39557745281169254
ROST,85.7,TRUSTED,180.61,20.933919561614108,28.264477,88.181,0.104,0.0947,0.37425,1508112000.0,0.9,4061172992.0,0.0,2085963008.0,184.875,180.61,Consumer Cyclical,59.157008138100196,4.284043412890384,4.947391655574819,2.5617170504610853,167.82160858154296,146.3817774963379,178.22191942524717,7.620229681325477,23.382844298956527,185.3036115803644,173.9854707560614,0.5853019464173457,2.8442515162269677,26.085181387251318,-46.92443478851246,0.5338296030929953,0.21470089728616187
AMZN,85.7,TRUSTED,232.14,19.35831839346585,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,94196998144.0,0.0,76482002944.0,295.59784,232.14,Consumer Cyclical,49.63234451952812,-0.8796469630572403,-1.224756514973733,1.075456629248628,229.74940002441406,215.97380020141603,228.32966379788067,1.0405247478253894,7.4852594032960935,236.25638317762144,221.29161639513245,0.7249283034073215,4.424998692103794,34.5563805186435,-26.33280771227155,0.6558659448811822,-0.14059259013875572
TRV,85.7,TRUSTED,292.46,41.67252065161206,11.509642,29.318,0.048,0.121350005,0.19809,14582375424.0,1.5,7390000128.0,0.0,5831000064.0,297.09525,292.46,Financial Services,68.27682888107405,2.911055416786212,2.3269411434851097,-0.028280708196502413,280.0221875,267.6508586883545,287.415830156705,4.441720874378268,9.269214710650605,298.4979038243037,275.9543270106572,0.7321670638542771,3.977872515262269,22.324813279110643,-34.82370454290965,0.7558475636882734,0.06449543546152611
MRK,85.7,TRUSTED,105.04,-13.434294066303687,13.89418,79.708,0.037,0.29632,0.39485002,14527875072.0,3.24,18214000640.0,0.0,19033999360.0,110.03962,105.04,Healthcare,59.94421542775127,2.52687679900815,2.3951921609990072,0.26289528691379355,93.04081771850586,83.80722549438477,99.45897657067972,12.896687165115958,25.335256352765445,105.93097140452808,95.24179928638988,0.9166473811859696,2.493013775339506,30.410707320269516,-14.06300650444609,0.9301063795907992,-0.04354771562855392
DOCS,85.7,TRUSTED,43.53,58.290909090909096,34.823997,1.029,0.232,0.40724,0.24605,206872368.0,0.0,878366976.0,0.0,253032992.0,67.9,43.53,Healthcare,18.203502243332778,-3.0225382437429005,-3.36330815805749,-14.764051224953304,54.65840003967285,59.68774991989136,46.59086680801032,-20.359910374798048,-27.07046447936179,53.48823682398875,40.06376360325735,0.2582026958559999,1.7131432124546595,60.50086758022173,8.754971747776953,1.4387946943462047,-1.0723962301457095
UNH,85.7,TRUSTED,324.8,-34.4594032795773,16.916666,75.734,0.122,0.04042,0.17476,17768749056.0,2.72,30613999616.0,0.0,17589000192.0,392.24,324.8,Healthcare,37.13261149947441,-0.38282890945555437,-0.1060086636285285,0.21569397538017154,334.3376763916016,348.6693679046631,329.14836564494584,-2.8527112772840963,-6.84584948059474,341.546050785221,317.1153963583337,0.3145470972802806,7.776293127940859,47.51750813288017,-31.221458101999495,0.38640447628436997,0.07183092972110636
REGN,85.7,TRUSTED,785.17,-28.22828807044931,18.833534,8.739,0.009,0.32131,0.15188,3511000064.0,0.45,8443599872.0,0.0,4577999872.0,789.8977,785.17,Healthcare,70.58510116693361,21.44420412694467,20.251609057462595,-0.27308138927772974,686.4413293457031,600.1304580688477,742.4423430740753,14.382679093427916,30.833216737031634,802.6102834414255,692.3067087460745,0.84188816564252,19.285714285714285,41.54637773173512,-16.565967538946747,0.7651630109900216,0.044842687888326224
