Symbol,Trust_Score,Verdict,Current_Price,Actual_Return_1Y,pe_ratio,debt_to_equity,revenue_growth,profit_margins,roe,free_cash_flow,dividend_yield,cash_reserves,operating_costs,net_income,analyst_target,current_price,sector,rsi,macd,macd_signal,roc,sma_50,sma_200,ema_20,price_vs_sma50,price_vs_sma200,bb_upper,bb_lower,bb_position,atr,volatility,volume_trend,volume_ratio,trend_strength
ERIE,100.0,TRUSTED,283.78,-21.79272357766656,22.885485,2.353,0.067,0.16038,0.30444,409099616.0,1.96,600384000.0,0.0,647984000.0,0.0,283.78,Financial Services,38.25362566272455,-2.8943768437592325,-3.310493710338005,-4.008390862833074,296.025400390625,343.3788348388672,287.7963567846801,-4.136605032936201,-17.35658404442355,302.9899986036868,274.3279976121336,0.3297746437852974,7.587145124162946,32.475182265650496,-41.60331720801659,0.683188969799544,-0.2340561355696475
NEM,100.0,TRUSTED,105.25,127.73244789144908,16.368586,16.914,0.2,0.33423,0.22875999,9337749504.0,0.95,5967000064.0,0.0,7186999808.0,108.895,105.25,Basic Materials,81.02624128605942,4.317518449726407,3.3874211191766235,22.355270992077653,89.5973989868164,68.38637338638306,96.31523531793314,17.4699279110622,53.90492986861203,106.39317841030343,83.87582107089774,0.9492312355720866,3.56285640171596,40.31301228597637,-31.765782250686183,0.5546017995298698,0.9293291951665232
HUT,100.0,TRUSTED,52.47,209.3750167005476,27.046392,23.623,0.909,1.15388,0.17196,139699376.0,0.0,33493000.0,0.0,203956000.0,63.26667,52.47,Financial Services,65.97382493488243,1.1734977141051601,0.08252958995063699,31.306312369490286,43.90329963684082,26.58864990234375,43.14625332025689,19.51265999303998,97.33984769222138,51.24244683001147,34.137553093694585,1.0717662681578273,5.02842903137207,97.82828157406432,47.03078277766867,1.805892651541109,0.44073641923162893
MARA,100.0,TRUSTED,9.86,-52.52768520611946,3.8365757,70.386,0.917,1.00818,0.23066,220674880.0,0.0,826392000.0,0.0,926691968.0,22.41364,9.86,Financial Services,21.691982809874688,-1.0684006566544415,-1.0894645518352917,-11.727846111629926,14.413999938964844,15.290049967765809,11.268249015278858,-31.594285427856384,-35.51362044294225,13.06024038392135,9.432759646596228,0.11777871228506144,0.7221429007393974,79.93111535718461,-22.641967024781685,0.7028711882691824,-0.9481981479820153
SAP,100.0,TRUSTED,244.96,20.508416042738283,34.50141,21.093,0.072,0.19406,0.17028,7024249856.0,1.04,9934000128.0,0.0,7081999872.0,339.83334,244.96,Technology,52.553762981426246,-1.4980446563346277,-2.335169685474584,2.9849516880925444,252.65700073242186,273.8404997253418,244.88260204418924,-3.0464202441420696,-10.546465201619672,248.38238157427787,238.98362184369086,0.635869523372002,3.827141898018973,27.59706847404185,-37.83287222710733,0.6099302479952822,0.0874981440469996
TSM,100.0,TRUSTED,296.95,61.74068004851326,30.964548,20.436,0.303,0.43287,0.34657001,628505444352.0,1.13,2751035604992.0,0.0,1571930898432.0,344.57333,296.95,Technology,51.59379053765136,0.5486012118794861,0.8093905825332154,4.591703634815208,291.7432501220703,233.83315818786622,291.192169646648,1.7847069581840644,26.992259997812496,307.8079961640582,276.99449101855896,0.6476225633612182,8.498634530247589,41.23582862271621,-40.65634351906071,0.48171064081817555,0.003048064458453002
PDD,100.0,TRUSTED,112.06,-21.317229714418932,11.458077,2.727,0.09,0.24435,0.30533,87452278784.0,0.0,423769276416.0,0.0,102270107648.0,147.23572,112.06,Consumer Cyclical,37.67977171798891,-3.9975511412879285,-4.295925056266927,-1.7017565275493423,123.75139923095703,116.56214988708496,113.93526989865258,-9.447490489011475,-3.862447915427513,121.89583191047939,105.33916869987218,0.40592894674669716,3.152141571044922,40.82687439855187,-24.273278811494812,0.6717383358027078,-0.4515546601474521
TCEHY,100.0,TRUSTED,77.59,55.15375672312507,24.553795,32.47,0.154,0.29857,0.19827999,129573249024.0,0.74,422651002880.0,0.0,217906003968.0,96.85266,77.59,Communication Services,43.313923508805395,-0.7218602656348452,-0.9071010614296858,-3.0003770345966676,80.17400024414063,72.02302186965943,78.37561154608004,-3.222994859158036,7.729437510003104,80.06920436660347,76.25379520615043,0.350211753326486,1.3250007629394531,33.00360382417289,13.211511290161617,0.7431748523477002,-0.12498710096405714
ENPH,100.0,TRUSTED,32.22,-73.00150746714067,22.068493,123.979,0.078,0.12932,0.20305,141913744.0,0.0,1477923968.0,0.0,195580000.0,38.34833,32.22,Technology,65.39718949218422,0.6106807757672783,0.30371043078835064,16.275720986066926,31.659400177001952,40.33520014762878,31.56327427295379,1.770725410358232,-20.119396698723786,34.73589903467635,27.366101011100014,0.6586205204098202,1.5642854145595007,70.58332145931826,-13.597291127294062,0.7873593422151519,0.8966089512887899
FSLR,100.0,TRUSTED,269.39,15.49905404538135,20.658743,9.893,0.797,0.27728,0.16864,168763744.0,0.0,2039920000.0,0.0,1400461952.0,274.60562,269.39,Technology,56.86195037379577,4.035700589539658,2.975337816857883,3.468286144156064,254.8618014526367,191.0005005645752,262.4245217746871,5.700427884050995,41.04152285054335,279.06257310449985,246.22542890966034,0.7054384998077138,12.938568115234375,62.59466231643329,87.78554414463665,1.1841308734239442,0.06706833563989704
RLI,100.0,TRUSTED,64.93,-1.1380764725370565,16.997383,6.046,0.084,0.19022,0.19489999,352691264.0,0.99,218327008.0,0.0,353020000.0,66.5,64.93,Financial Services,61.30953282006412,1.3024326859888902,1.1367155445405843,5.0998886760601785,61.07301277160644,66.84322633743287,63.89858322858623,6.31537132119753,-2.8622586566945234,67.03626460586173,60.143666653293536,0.6944164863262985,1.39071410042899,23.060652229567083,6.651645821598298,1.723430954947949,0.4159081140122553
GOOGL,100.0,TRUSTED,314.35,70.94182105129522,31.062254,11.424,0.159,0.32233003,0.3545,47997751296.0,0.27,98496004096.0,0.0,124250996736.0,329.41037,314.35,Communication Services,45.81637457230688,4.511296152071907,6.639023390551821,-2.7468396044621968,290.2537823486328,213.32872077941892,307.31254830607355,8.301777692578046,47.35475136915685,327.217739642147,299.6933901185951,0.5324963618987327,7.731520401138498,32.49027703851278,-33.9531230697064,0.7012226486921699,-0.2725902921108371
CSCO,100.0,TRUSTED,78.02,70.2059949034258,30.123552,63.228,0.075,0.17902,0.22418,12405999616.0,2.1,15736000512.0,0.0,10328999936.0,85.43381,78.02,Technology,51.289383038832696,0.8186103148508863,1.0851724770586684,2.2274593226413177,74.8367999267578,66.77201429367065,77.42191394823813,4.253517947619313,16.84535425264527,80.11093091438816,75.36006975699856,0.5598831028624219,1.4464280264718192,23.79128647167564,-17.194320047426253,0.7982837934948741,0.0911030516671415
MMC,100.0,TRUSTED,185.9,-12.855414925118616,22.263472,139.501,0.115,0.15601,0.28734,4722874880.0,1.94,2511000064.0,0.0,4127000064.0,211.33333,185.9,Financial Services,57.74216751360021,0.5940272317681661,0.1678080344825861,2.131628135891912,183.9481994628906,207.3715320587158,184.3651066524008,1.0610565579292408,-10.35413971680159,188.01363425647747,180.04236397350297,0.7348427182920226,2.427858625139509,20.395731595438058,-37.23425011732984,0.7395765847418732,0.114954621086106
MPWR,100.0,TRUSTED,943.55,11.37874169322148,24.212214,0.528,0.189,0.7122,0.64029,490344384.0,0.66,1269484032.0,0.0,1895154048.0,1196.0714,943.55,Technology,46.166471171685984,-1.819313420661615,-1.2530651765072411,3.845434565402354,968.0898022460938,785.3521597290039,944.575754535813,-2.53486963669997,20.14355294044815,989.3779267316136,904.4370696062769,0.4604723746662663,33.15143258231027,58.66788236278371,-55.64516129032258,0.4788019950936608,0.0444334669663902
OKE,100.0,TRUSTED,73.46,-6.6100184819755965,13.503676,152.218,0.719,0.105790004,0.17847,1428625024.0,5.61,1199000064.0,0.0,3339000064.0,88.63158,73.46,Energy,43.94581000425722,0.5643436659511423,0.8574757881052415,3.639957577637004,70.13307861328126,76.81851570129395,72.56346606863099,4.743725125110042,-4.372014463128606,76.45002937398966,70.24196967996541,0.5183631542082067,1.464999062674386,30.39576469308941,-42.83920207143342,0.5988226228314046,-0.0496769338220028
LNC,100.0,TRUSTED,45.77,52.01973490658482,3.9696445,74.359,0.094,0.11451,0.2168,18500999168.0,3.93,45809000448.0,0.0,2019000064.0,46.33333,45.77,Financial Services,76.77334568469126,1.3956505852813237,1.2377512042153285,11.60693082430858,41.600800018310544,36.90131352424621,44.11265520350121,10.02192370727981,24.033526415503445,47.836181252889325,39.63181839615853,0.7481607248233085,1.192857197352818,38.545825495216576,-44.84694590690956,0.5149925366868284,0.744452790591442
FTNT,100.0,TRUSTED,80.66,35.44920408630632,33.193417,148.116,0.144,0.28584,2.28043,1709100032.0,0.0,3123399936.0,0.0,1873600000.0,87.03818,80.66,Technology,44.40895165736149,-0.4930899891537876,-0.3282999864639902,-0.2596748823302492,82.7252001953125,91.70560005187988,81.67671340205314,-2.496453956384795,-12.044625828217438,85.68203103504896,78.44296896495104,0.3062599375015923,2.1514298575265065,41.50599998947976,-41.644075502197374,0.6235559454027174,-0.109938328743542
COP,100.0,TRUSTED,92.73,-13.994099467553824,13.097458,36.169,0.14,0.14445,0.15421,6092499968.0,3.62,6256000000.0,0.0,8824000512.0,112.37107,92.73,Energy,52.11010400819495,1.0371064299534254,1.2542943420670591,7.053798679996762,89.39745040893554,90.98970893859864,92.31281992509167,3.727794173943192,1.9126277450885507,98.02963182312142,86.59336927551139,0.5365943686475305,2.4964278084891185,33.81400656010346,-24.73424430608844,0.7467607312399923,0.3111319052738685
MU,100.0,TRUSTED,276.27,107.96392798645552,26.236467,21.244,0.567,0.28146,0.22554001,444249984.0,0.17,10318000128.0,0.0,11909000192.0,299.76315,276.27,Technology,65.69511266025711,10.176321472638392,7.46638747502482,23.043687042119096,230.9391995239258,143.18409889221192,246.98807410053288,19.62888482474787,92.94739510261272,276.84250612089164,212.63349180391305,0.9910835400089862,15.369279044015068,62.67930360693542,-20.860706588424545,0.8689286366442905,0.7036464356130496
SKYW,100.0,TRUSTED,102.35,22.67769342636628,9.775549,92.207,0.15,0.109239995,0.17417999,299539360.0,0.0,753358976.0,0.0,434555008.0,130.0,102.35,Industrials,47.41429679707414,1.198421803395604,1.3539017493048595,3.0300002488347006,100.09440002441406,101.38784980773926,102.64502401783818,2.253471172370156,0.948978273241171,107.34372224765396,98.84427671474836,0.4124647597070098,2.7821410042899,38.62321603375455,-34.99507293669127,0.5448027120993859,0.1941727624674128
JNJ,100.0,TRUSTED,205.78,43.71723060714944,19.882124,57.766,0.068,0.27259,0.33619,12008999936.0,2.53,18562000896.0,0.0,25119000576.0,209.29333,205.78,Healthcare,50.704661503943726,2.99852693701402,3.718137335128779,-0.4306379240013807,197.6506918334961,170.84299514770507,205.5621621127262,4.112966603045856,20.44977237807524,213.64111159365075,199.65288559873204,0.4380193158725444,4.092857360839844,19.640176581590293,-22.542534224139256,0.794563277505752,0.0949424261927994
ABT,100.0,TRUSTED,124.54,22.984370443049286,15.645729,25.31,0.069,0.3188,0.3062,6067874816.0,2.02,7733000192.0,0.0,13925999616.0,144.4292,124.54,Healthcare,47.66645808863396,-0.5109422547191116,-0.6042199576185657,-2.7411183542195827,126.56139938354492,129.40262874603272,125.6537200819188,-1.597168234440678,-3.757750424103695,130.0004909246358,121.25650751896772,0.3755145960628401,2.322857448032924,22.228101513474236,20.4264126517337,1.1567303008287857,-0.0994158312887191
MRVL,100.0,TRUSTED,87.68,19.61827711438789,30.873241,33.988,0.368,0.31748,0.18040001,1953600000.0,0.27,2714500096.0,0.0,2474200064.0,116.57975,87.68,Technology,31.49025560716261,-0.7255338843395833,-0.142398026063178,5.094090835975152,87.62899993896484,73.81611145019531,87.0857312087157,0.0582003289395808,18.781656988711223,99.92934137582388,78.08465932608043,0.4392529475707357,4.470714569091797,68.41221551813595,-40.313469655259,0.6462544701611912,-0.48745006974433
GRMN,100.0,TRUSTED,203.22,23.275563695212583,25.057955,2.342,0.117,0.22625999,0.19655001,908814848.0,1.77,2539630080.0,0.0,1570939008.0,234.125,203.22,Technology,57.11849612003604,-0.5717969431426297,-1.5311702904723434,5.785212323394791,211.08963653564453,214.08663444519044,203.23944234332504,-3.728101219982224,-5.075811132557809,212.20092315427112,191.14744568117808,0.5734233479934192,4.187959802653879,35.74263533279593,-44.1644956865856,0.6563393009276488,0.3126319904881051
UBER,100.0,TRUSTED,80.97,11.79069399260234,10.42085,45.755,0.204,0.33542,0.72994006,6787375104.0,0.0,9086000128.0,0.0,16640000000.0,111.844,80.97,Technology,26.93588086117518,-2.802259149493296,-2.3943996206433167,-3.2500909802308526,89.6934001159668,87.70780025482178,84.43305862558529,-9.725797978429824,-7.682097845964661,93.7791314048274,76.57286978535814,0.2555541425901332,2.551215580531529,38.217615141230894,-50.42264408429501,0.5048761921377607,-0.566010727962994
PYPL,100.0,TRUSTED,59.41,-1.1990370601902147,11.929719,60.239,0.073,0.14963001,0.24358,3125625088.0,0.94,10755000320.0,0.0,4917000192.0,78.48182,59.41,Financial Services,38.19353657384072,-1.1809484393142071,-1.2019194689118138,-2.956552331264765,64.2595899963379,68.09584085464478,61.15346931108793,-7.546873780555026,-12.755317943386862,63.27453924537748,59.09046128868013,0.076370125518455,1.4733570643833704,37.97572811816964,-21.653180417844112,0.9678075521525372,-0.2322031590870866
RMD,100.0,TRUSTED,244.6,21.02921722698748,25.061476,13.826,0.091,0.2735,0.25413,1379738112.0,0.98,1383847936.0,0.0,1437904000.0,291.8,244.6,Healthcare,41.149062436322914,-2.1589103560239096,-1.751922323632312,-4.378419395865298,252.8361108398437,252.87063034057616,248.82677473520104,-3.2574875119579683,-3.270693882449439,258.4035975301323,241.9194035685005,0.1626165368627923,5.698570251464844,26.258722392415116,-29.69734372187508,0.6797913304177728,-0.2054581856553144
AFL,100.0,TRUSTED,110.72,23.28203826508486,14.549277,50.003,0.607,0.23552,0.1558,6489999872.0,2.2,9130000384.0,0.0,4168999936.0,110.84615,110.72,Financial Services,57.7922156048848,0.1050534346635885,-0.0405253340810839,-0.8151895145612222,109.59140853881836,105.85866703033447,109.96509819285482,1.0298185751349385,4.5922873646005815,111.98615854459308,107.3818414859245,0.7250064867913143,1.6685703822544642,20.976007379272048,-36.60853968126622,0.7424943765884225,0.0208528415253757
KLAC,100.0,TRUSTED,1268.75,49.87321066107603,39.835163,122.127,0.13,0.33828998,0.99167997,2757365760.0,0.6,4683591168.0,0.0,4236832000.0,1320.963,1268.75,Technology,60.36212767317258,23.261852293504944,19.39893257097211,10.72179561572114,1180.500518798828,925.6619763183594,1214.31463722154,7.475598680038418,37.064072248728046,1281.4726729820436,1139.9213333656126,0.9101197274676532,40.1106916155134,43.35148191874346,-32.96955900732012,0.5507300588411107,0.3757248523255715
KO,100.0,TRUSTED,69.87,14.558621473848232,23.135763,144.771,0.051,0.2734,0.42442,1412875008.0,2.92,15781000192.0,0.0,13031000064.0,79.6087,69.87,Consumer Defensive,42.53971829348485,0.0036206030757313,0.1450653756357245,-3.0977091996218715,69.93190124511719,68.94255924224854,70.37131850851735,-0.088512534956254,1.3452408998550078,72.49190339539167,68.87361860778215,0.2753747140667053,0.9157137189592632,17.564045377455855,-45.30516133579359,0.5672123918162004,-0.1479936898545877
HSY,100.0,TRUSTED,182.62,1.3369216166580185,27.338324,125.764,0.065,0.118360005,0.31013,1231904640.0,3.0,1163016960.0,0.0,1359832960.0,192.3913,182.62,Consumer Defensive,54.11324934587174,1.6109917133785814,1.5723377921797363,-2.2115153321619814,180.432958984375,173.71898246765136,184.20641155707344,1.2121045651099065,5.123799669499919,191.50377095906936,177.58823038370403,0.3615931918872911,3.9371414184570312,27.20818795866709,18.85706524507224,1.007655464046586,0.050829797265003
RL,100.0,TRUSTED,362.74,103.3503182218004,26.810051,111.231,0.165,0.112840004,0.34005,512962496.0,1.01,1645500032.0,0.0,854300032.0,374.3625,362.74,Consumer Cyclical,53.332361426894536,7.094410825840328,8.375183812890935,-0.4828559027777778,342.7466021728516,288.05154571533205,360.2743831005281,5.833285562796188,25.928846982426563,375.47023422355625,353.05276687507654,0.4321283581552945,10.347141810825892,40.00399759466314,-40.38728696933924,0.5859473165407927,0.0492601507785469
LULU,100.0,TRUSTED,212.68,-26.929154887667085,14.789986,39.156,0.071,0.15720001,0.41017,884945152.0,0.0,1035862016.0,0.0,1740715008.0,207.11208,212.68,Consumer Cyclical,76.01918039012638,10.224958379062995,8.185333638640817,19.81296786508036,179.58279876708986,226.28774932861327,196.37848509560564,18.4300468284921,-6.01347474320006,220.694012384705,167.28398291558796,0.8499529060631273,9.221429007393974,49.64784396612973,-53.75173693393717,0.8107342115456931,1.0622646643204994
DECK,100.0,TRUSTED,100.68,-32.7350063868548,14.959881,14.22,0.091,0.19364001,0.43312,784447232.0,0.0,1414478976.0,0.0,1015500032.0,111.39857,100.68,Consumer Cyclical,65.03422782202256,3.3147135911102907,3.275009844002249,17.795716470387024,91.60879959106444,105.48355010986327,97.8344124227199,9.902106298308198,-4.553837825598882,109.23470419319123,86.15129510490445,0.6294003257795932,2.782142094203404,54.862684871248405,-41.02697915912072,0.5807414995982999,0.8339306037490507
META,100.0,TRUSTED,664.94,33.94504816057851,29.409111,26.311,0.262,0.30892,0.32643002,18617749504.0,0.32,44447997952.0,0.0,58527997952.0,837.1525,664.94,Communication Services,61.14618884947064,3.3686834789892828,0.4663109340848634,4.599411271823954,658.8457580566406,670.7842391967773,652.1212968342661,0.9249880279629398,-0.8712543339374199,674.3999201100637,630.4063848215769,0.7849702778686863,19.94836913772609,38.11202324575804,-51.32922480117181,0.5479559737246953,0.1645248086101694
PINS,100.0,TRUSTED,26.02,-36.98232157167372,9.129825,4.254,0.168,0.48988998,0.51491,936512896.0,0.0,2671280896.0,0.0,1987260032.0,36.93056,26.02,Communication Services,36.23762772628145,-0.5405719462993908,-0.6580957494989946,1.9992168730144717,28.53920017242432,31.988350019454955,26.542538143240726,-8.827155979987108,-18.65788500520158,27.81514431674066,25.1308555917066,0.331240398160145,0.7839285986764091,52.42692659329872,-40.42009452024971,0.8356167997860289,-0.0705499961505207
COIN,85.7,TRUSTED,242.3,11.13659079521722,20.924007,48.559,0.589,0.43664002,0.26005,-1097911808.0,0.0,9769669632.0,0.0,3217709056.0,372.0793,242.3,Financial Services,25.84424314679597,-12.21103724642765,-11.800326930147971,-4.651342787874246,291.085,284.5890505218506,260.1926971258021,-16.75970831483662,-14.859688871566709,286.8596009992994,235.19839765792716,0.1374649627672037,12.457138061523438,72.54027535335157,-16.896552956863996,0.6546621890910801,-0.5247365662025247
JPM,85.7,TRUSTED,325.93,63.39865368400971,16.151138,0.0,0.088,0.347,0.16437,0.0,1.84,1411027042304.0,0.0,56660000768.0,328.86957,325.93,Financial Services,61.62399375663846,3.673455771494446,2.6032596089093376,7.567654348442657,308.4931988525391,281.6106080627441,314.6393369242076,5.652245783083544,15.737824976807186,326.2442982930622,301.2857004862347,0.9874069200636366,6.699286324637277,24.868676821726098,-34.21929008340874,0.7139959878705615,0.2355910880739595
SWKS,85.7,TRUSTED,64.48,-39.3128235183705,20.935066,20.898,0.073,0.116739996,0.0789,1055275008.0,4.4,1374200064.0,0.0,477100000.0,83.52632,64.48,Technology,17.61584572227747,-0.9705117111991086,-0.8285326794221487,1.5273265013951485,69.14963249206544,69.15175189971924,66.40068953916605,-6.752934132611128,-6.755792029044194,70.60109193269689,62.86190741117518,0.2090783520225792,1.659283229282924,50.56749723875884,-32.40052840972551,0.548159318983252,-0.1333701850871263
SCHW,85.7,TRUSTED,101.18,36.88142461345468,23.69555,99.789,0.266,0.35930002,0.17046,0.0,1.07,83681001472.0,0.0,7767000064.0,112.78947,101.18,Financial Services,75.95667607533102,1.6801928783865634,0.96910518469951,11.505403005497216,94.39359146118164,89.59055374145508,96.34346215372052,7.189480492205846,12.936013987776107,101.14395411772564,89.59104725556539,1.003120096775661,1.967856815883092,24.990664621172705,-40.85879383908768,0.5966457827100107,0.4777640390612391
ZM,85.7,TRUSTED,87.16,51.37199935445624,16.9572,0.522,0.044,0.33166,0.17743,2017973248.0,0.0,7943305216.0,0.0,1593933056.0,94.96296,87.16,Technology,54.34287313657326,1.4368779021427116,1.4625855679538629,0.949742134583444,84.50459991455078,79.3522498703003,87.28679526546551,3.14231858412877,9.839360326355836,91.27128818501004,83.64671108256807,0.4607852386220967,2.1577862330845425,32.349972963332554,-32.316356775451446,0.7630726258490994,0.2752568705827786
TXN,85.7,TRUSTED,177.08,-8.242422306493046,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,5185999872.0,0.0,5016000000.0,189.10274,177.08,Technology,38.16465233570132,2.7217134975861086,3.095198912443305,9.464052144554502,169.05808807373046,179.26442024230957,175.178076356706,4.745063574731586,-1.2185454360113566,188.1609711523025,164.4080306177171,0.5334906301342617,4.007859366280692,40.15876195091214,-51.18453895772846,0.4785526321475022,0.2833892601147875
